city,country,lat,lng,Revenue,qty
Creswell,United States,43.9212,-123.016,4277.849999999999,3.0
Cristalina,Brazil,-16.77,-47.61,5692.4,4.0
Crowley,United States,32.578,-97.3584,10507.0,7.0
Crown Point,United States,41.4141,-87.3456,7603.496,8.0
Cullowhee,United States,35.3107,-83.1815,9961.699999999999,7.0
Culpeper,United States,38.4705,-78.0001,5711.4,4.0
Cumaná,Venezuela,10.45,-64.18,4754.5125,5.0
Cà Mau,Vietnam,9.1774,105.15,3006.0,2.0
Călăraşi,Moldova,47.2556,28.3099,3002.0,2.0
D'Iberville,United States,30.4709,-88.9011,19621.188,8.0
Dahūk,Iraq,36.8667,43.0,1899.924,2.0
Dakota Ridge,United States,39.6194,-105.1341,1500.0,1.0
Dalanzadgad,Mongolia,43.5836,104.4403,12641.468499999999,6.5
Dalkeith,United Kingdom,55.8667,-3.0667,14259.5,10.0
Damascus,Syria,33.5,36.3,9499.715,10.0
Danbury,United States,41.4016,-73.471,15000.0,10.0
Danville,United States,37.8121,-121.9698,10500.0,7.0
Dar es Salaam,Tanzania,-6.8,39.2683,5688.599999999999,4.0
Daraj,Libya,30.1679,10.4567,5999.9400000000005,6.0
Darby,United States,39.921,-75.2611,8550.0,6.0
Darnah,Libya,32.7648,22.6391,11384.8,8.0
Daru,Papua New Guinea,-9.1092,143.2337,9981.65,7.0
Dauphin,Canada,51.15,-100.05,9000.36,9.0
Davie,United States,26.0789,-80.287,9501.234999999999,10.0
Dawson,Canada,64.0666,-139.4167,5997.28,2.5
Dayton,United States,30.0293,-94.9039,8550.0,6.0
Daşkəsən,Azerbaijan,40.5239,46.0819,3797.074,4.0
Daşoguz,Turkmenistan,41.84,59.965,4749.952499999999,5.0
DeBary,United States,28.8815,-81.324,12816.449999999999,9.0
DeKalb,United States,41.9314,-88.7482,2851.8524999999995,3.0
Dearborn,United States,42.3127,-83.2129,10493.0,7.0
Dease Lake,Canada,58.4503,-130.0333,14269.0,10.0
Defiance,United States,41.281,-84.3659,7134.5,5.0
Delta,United States,38.756,-108.0771,8000.8,8.0
Demarest,United States,40.955,-73.9567,2850.5415,3.0
Deniliquin,Australia,-35.5296,144.95,7120.25,5.0
Dent,United States,39.1922,-84.6593,2994.0,2.0
Derby,United Kingdom,52.9333,-1.5,1425.0,1.0
Derby,United States,39.8401,-104.9171,4750.0,5.0
Des Moines,United States,41.5725,-93.6105,7603.496,8.0
Des Peres,United States,38.5973,-90.4482,4509.0,3.0
Despotovac,Serbia,44.0932,21.444,1999.92,2.0
Devonport,Australia,-41.1927,146.3311,3996.92,4.0
Deçan,Kosovo,42.5378,20.2911,8555.7285,9.0
Diamantina,Brazil,-18.24,-43.61,5698.119,6.0
Dibrugarh,India,27.4833,94.9,7125.0,5.0
Dickinson,United States,42.1301,-75.9097,7125.0,5.0
Diego de Almagro,Chile,-26.3696,-70.05,949.9905,1.0
Dipolog,Philippines,8.5883,123.3409,14288.0,10.0
Divo,Côte D’Ivoire,5.839,-5.36,10493.0,7.0
Djibouti,Djibouti,11.595,43.148,1996.94,2.0
Dobrovo,Slovenia,45.9964,13.5264,950.456,1.0
Dodoma,Tanzania,-6.1833,35.75,12008.779999999999,5.0
Dolinsk,Russia,47.3504,142.8,949.7909999999999,1.0
Dolo Bay,Ethiopia,4.1833,42.0833,4752.4225,5.0
Dondo,Mozambique,-19.6196,34.73,5996.0,4.0
Dortmund,Germany,51.53,7.45,2849.7435,3.0
Douliu,Taiwan,23.7075,120.5439,5699.145,6.0
Downingtown,United States,40.0076,-75.7019,5696.2,4.0
Drabeši,Latvia,57.2433,25.2803,2000.3,2.0
Dragash,Kosovo,42.0265,20.6533,1423.1,1.0
Drammen,Norway,59.7572,10.1907,9994.949999999999,7.0
Dublin,United States,37.7161,-121.8964,1424.05,1.0
Dumont,United States,40.9452,-73.9923,8557.011,9.0
Duncan,United States,34.5425,-97.919,5001.85,5.0
Dunleary,Ireland,53.2925,-6.1286,9975.0,7.0
Durrës,Albania,41.3178,19.4482,4503.0,3.0
Dutse,Nigeria,11.7992,9.3503,1500.0,1.0
Duvall,United States,47.7354,-121.9725,4500.0,3.0
Dzerzhinsk,Russia,56.2504,43.46,1502.0,1.0
Dīla,Ethiopia,6.4104,38.31,14990.0,10.0
Eagan,United States,44.8169,-93.1638,4269.3,3.0
Eagle Pass,United States,28.7125,-100.484,12833.55,9.0
East Alton,United States,38.884,-90.1073,2845.6394999999998,3.0
East Brunswick,United States,40.4281,-74.4179,6000.0,4.0
East Falmouth,United States,41.5707,-70.5556,6000.0,4.0
East Glenville,United States,42.8614,-73.9206,6004.0,4.0
East Grand Rapids,United States,42.9464,-85.6088,4272.15,3.0
East Haddam,United States,41.4798,-72.3943,9975.0,7.0
East Hartford,United States,41.7634,-72.6152,10493.0,7.0
East Massapequa,United States,40.6743,-73.4358,15030.0,10.0
East Meadow,United States,40.7197,-73.5604,13491.0,9.0
East Pasadena,United States,34.1377,-118.0775,9999.7,10.0
East Point,United States,33.6696,-84.47,1900.608,2.0
East Providence,United States,41.8065,-71.3565,8553.163499999999,9.0
East Shoreham,United States,40.946,-72.8812,13500.0,9.0
Eastmain,Canada,52.2333,-78.5167,5988.0,4.0
Eatontown,United States,40.2913,-74.0558,16469.0,5.5
Echuca,Australia,-36.1296,144.75,12833.55,9.0
Edinburgh,United Kingdom,55.9483,-3.2191,8996.31,9.0
Edinburgh of the Seven Seas,"Saint Helena, Ascension, And Tristan Da Cunha",-37.0675,-12.3105,10500.0,7.0
Edirne,Turkey,41.6704,26.57,11407.6,8.0
Edison,United States,40.536,-74.3697,7000.63,7.0
Edmundston,Canada,47.3794,-68.3333,16006.919999999998,8.0
Eger,Hungary,47.895,20.383,9988.3,7.0
Ekibastuz,Kazakhstan,51.73,75.3199,1498.0,1.0
El Banco,Colombia,9.0003,-73.98,7125.0,5.0
El Cerrito,United States,37.9197,-122.3025,19461.0,6.5
El Dorado Hills,United States,38.675,-121.049,5992.0,4.0
El Kef,Tunisia,36.1826,8.7148,9006.0,6.0
El Monte,United States,34.0739,-118.0291,950.0,1.0
El Paso,United States,31.8479,-106.4309,6997.55,7.0
El Reno,United States,35.543,-97.966,4998.15,5.0
Eldorado at Santa Fe,United States,35.5273,-105.934,7129.75,5.0
Elgin,United States,30.3512,-97.3876,9981.65,7.0
Elk Grove,United States,38.416,-121.384,6000.0,6.0
Ellington,United States,41.9151,-72.4485,2851.9,2.0
Elmwood Park,United States,41.9225,-87.8163,8988.0,6.0
Elverta,United States,38.7185,-121.4455,950.2565,1.0
Embu,Kenya,-0.5196,37.45,8552.650499999998,9.0
Emerald,Australia,-23.5122,148.1673,14231.0,10.0
Enfield,United States,41.9839,-72.5548,16617.684999999998,7.5
Enumclaw,United States,47.2017,-121.9897,5692.4,4.0
Ermoúpoli,Greece,37.4504,24.9333,14980.0,10.0
Esbjerg,Denmark,55.467,8.45,4503.0,3.0
Esil,Kazakhstan,51.957,66.3775,6649.9335,7.0
Eskişehir,Turkey,39.795,30.53,5998.32,6.0
Espargos,Cabo Verde,16.7578,-22.9417,9001.35,9.0
Espungabera,Mozambique,-20.4501,32.77,1497.0,1.0
Estero,United States,26.4277,-81.7951,12833.55,9.0
Estherville,United States,43.3998,-94.8343,11005.5,4.5
Eséka,Cameroon,3.6504,10.7666,1424.05,1.0
Evans,United States,42.6529,-79.0063,9003.42,9.0
Evanston,United States,42.0463,-87.6942,3002.0,2.0
Ewa Beach,United States,21.3181,-158.0073,12008.0,8.0
Eydhafushi,Maldives,5.1038,73.0699,2849.316,3.0
Fair Haven,United States,40.3619,-74.0392,6002.76,6.0
Fairborn,United States,39.801,-84.0094,7500.0,5.0
Fairfax Station,United States,38.7942,-77.3358,11984.0,8.0
Fairfield,United States,33.4747,-86.9194,12816.449999999999,9.0
Fairfield,United States,44.6372,-69.6751,12842.099999999999,9.0
Fairhope,United States,30.522,-87.8816,14990.0,10.0
Fairmont,United States,43.6441,-94.4621,11392.4,8.0
Fairview,United States,35.9815,-87.1293,8544.3,6.0
Fairview Heights,United States,38.5974,-90.0052,12000.0,8.0
Fairwood,United States,47.4467,-122.143,2849.886,3.0
Falcon Heights,United States,44.9899,-93.177,12833.55,9.0
Falmouth,United States,41.5915,-70.5914,2857.6,2.0
Falmouth,United States,43.7476,-70.2827,4752.4225,5.0
Farafangana,Madagascar,-22.8166,47.8332,9006.0,6.0
Farmersville,United States,36.3054,-119.2081,11392.4,8.0
Farmingdale,United States,40.7328,-73.4465,12825.0,9.0
Farmington,United States,42.9894,-77.3087,11407.6,8.0
Faro,Portugal,37.0171,-7.9333,7600.684,8.0
Farāh,Afghanistan,32.3917,62.0968,1998.46,2.0
Farīdābād,India,28.4333,77.3167,13509.0,9.0
Fate,United States,32.9432,-96.3863,8550.0,6.0
Faya,Chad,17.9167,19.1167,4280.7,3.0
Fayetteville,United States,35.149,-86.5634,949.4205,1.0
Fayrōz Kōh,Afghanistan,34.5167,65.25,2001.64,2.0
Fernandópolis,Brazil,-20.2696,-50.26,7115.5,5.0
Ferndale,United States,39.1869,-76.633,11992.0,8.0
Ferry Pass,United States,30.5203,-87.1904,12000.0,8.0
Fillmore,United States,34.399,-118.9181,2848.1,2.0
Fircrest,United States,47.2308,-122.5157,14980.0,10.0
Firestone,United States,40.1563,-104.9495,4275.0,3.0
Fishers,United States,39.9589,-85.9665,2850.0,2.0
Fitchburg,United States,42.5912,-71.8156,950.4465,1.0
Flagler Beach,United States,29.4714,-81.1302,7000.63,7.0
Flat Rock,United States,42.0991,-83.2716,2853.7999999999997,2.0
Fletcher,United States,35.4316,-82.5038,3002.0,2.0
Florence,United States,34.1782,-79.7872,21807.9,7.5
Florencia,Colombia,1.6104,-75.62,12816.449999999999,9.0
Flores,Guatemala,16.9337,-89.8833,8988.0,6.0
Floriano,Brazil,-6.7696,-43.03,7996.4,8.0
Flowing Wells,United States,32.2937,-111.011,8545.6395,9.0
Focşani,Romania,45.6966,27.1865,5700.0,4.0
Folsom,United States,38.6669,-121.1422,11392.4,8.0
Forsyth,United States,36.686,-93.1016,8994.0,6.0
Fort Campbell North,United States,36.6554,-87.4658,7006.650000000001,7.0
Fort Dix,United States,40.0059,-74.6089,4503.0,3.0
Fort Lauderdale,United States,26.1412,-80.1464,4751.2825,5.0
Fort Leonard Wood,United States,37.7562,-92.1274,999.31,1.0
Fort Lewis,United States,47.0955,-122.5672,1000.51,1.0
Fort Morgan,United States,40.2539,-103.7919,4277.849999999999,3.0
Fort Portal,Uganda,0.671,30.275,1502.0,1.0
Fort Saint John,Canada,56.25,-120.8333,10493.0,7.0
Frankfort,United States,40.2799,-86.518,8994.0,6.0
Fredonia,United States,42.4407,-79.3319,8556.5835,9.0
Freehold,United States,40.2596,-74.2755,12816.449999999999,9.0
Fresno,United States,36.7831,-119.7941,2846.2,2.0
Fruit Cove,United States,30.0972,-81.6176,6997.69,7.0
Fruit Heights,United States,41.0277,-111.9081,5000.2,5.0
Fruitvale,United States,39.0933,-108.479,9000.0,6.0
Fulacunda,Guinea-Bissau,11.773,-15.195,3801.026,4.0
Fultondale,United States,33.6177,-86.8015,14269.0,10.0
Funtua,Nigeria,11.5204,7.32,10528.0,7.0
Fuquay-Varina,United States,35.5961,-78.7807,8464.9905,3.0
Fuyang,China,32.9004,115.82,2998.0,2.0
Füzuli,Azerbaijan,39.6009,47.1453,5696.1810000000005,6.0
Fīrozābād,India,27.15,78.3949,1425.0,1.0
Gaborone,Botswana,-24.6463,25.9119,9975.0,7.0
Gagnoa,Côte D’Ivoire,6.1504,-5.88,9961.699999999999,7.0
Gaigirgordub,Panama,9.5417,-78.972,9988.3,7.0
Gangtok,India,27.3333,88.6166,5992.0,4.0
Garden Acres,United States,37.9637,-121.2296,1499.0,1.0
Garden City,United States,33.5927,-79.007,2848.0334999999995,3.0
Garden Grove,United States,33.7787,-117.9601,13491.0,9.0
Gardiner,United States,44.191,-69.7921,15030.0,10.0
Gardner,United States,42.5845,-71.9867,4747.1025,5.0
Garissa,Kenya,-0.4396,39.67,5003.349999999999,5.0
Garrettsville,United States,41.2843,-81.0933,6645.4115,7.0
Gas City,United States,40.4897,-85.5984,4497.860000000001,2.0
Gasa,Bhutan,27.9067,89.7304,13509.0,9.0
Gawler,Australia,-34.6074,138.7264,2851.9,2.0
Gaya,India,24.8,85.0,8561.4,6.0
Gbarnga,Liberia,7.0104,-9.49,10493.0,7.0
Gemena,Congo (Kinshasa),3.26,19.77,15030.0,10.0
Geneseo,United States,41.4507,-90.154,13536.0,9.0
Geneseo,United States,42.799,-77.8095,1501.0,1.0
Geneva,United States,41.8006,-80.9462,11392.4,8.0
Genhe,China,50.7833,121.5167,14240.5,10.0
Georgetown,United States,42.724,-70.9821,5703.8,4.0
Georgiyevsk,Russia,44.1599,43.4699,1498.0,1.0
Gering,United States,41.8275,-103.6649,7129.75,5.0
Gharyān,Libya,32.1704,13.02,2998.3500000000004,3.0
Gibsonton,United States,27.826,-82.3761,4998.9,5.0
Gießen,Germany,50.5837,8.65,5992.0,4.0
Gig Harbor,United States,47.3352,-122.5968,11976.0,8.0
Gillespie,United States,39.1258,-89.8173,9968.35,7.0
Giresun,Turkey,40.913,38.39,3008.0,2.0
Giyon,Ethiopia,8.5304,37.97,14253.8,5.0
Gjakovë,Kosovo,42.3803,20.4308,3000.48,3.0
Gladstone,United States,39.2133,-94.5592,8567.1,6.0
Glasgow,United States,39.6015,-75.7474,8561.4,6.0
Glenarden,United States,38.9293,-76.8576,1899.639,2.0
Glenshaw,United States,40.5391,-79.9735,7004.41,7.0
Glenville,United States,42.8869,-73.9925,9000.0,6.0
Glenwood,United States,41.0445,-95.7408,4272.15,3.0
Gloucester Point,United States,37.2766,-76.5043,9498.9,4.0
Goaso,Ghana,6.8036,-2.5172,9018.0,6.0
Goiânia,Brazil,-16.72,-49.3,3002.0,2.0
Gold Coast,Australia,-28.0815,153.4482,4269.3,3.0
Golden Gate,United States,26.1844,-81.7031,12825.0,9.0
Golden Glades,United States,25.9129,-80.2013,1500.0,1.0
Goldenrod,United States,28.6114,-81.2916,24745.5,8.5
Golfito,Costa Rica,8.65,-83.15,2845.6394999999998,3.0
Golyshmanovo,Russia,56.3819,68.3715,10493.0,7.0
Gombe,Uganda,0.1818,32.1158,5996.0,4.0
Gonzales,United States,30.2132,-90.9234,6008.0,4.0
Gonzales,United States,36.506,-121.443,7490.0,5.0
Goodrich,United States,42.9147,-83.5092,5000.8,5.0
Gorakhpur,India,26.7504,83.38,1425.0,1.0
Gorgān,Iran,36.8303,54.48,9968.35,7.0
Gorham,United States,43.7034,-70.4581,5700.0,4.0
Gorišnica,Slovenia,46.4147,16.0139,5688.599999999999,4.0
Gornji Milanovac,Serbia,44.0245,20.4586,7495.0,5.0
Gornji Petrovci,Slovenia,46.8053,16.2225,7000.0,7.0
Gorzów Wielkopolski,Poland,52.7368,15.2288,4999.4,5.0
Graham,United States,33.1017,-98.5778,12000.0,8.0
Granby,United States,41.9694,-72.8346,9000.81,9.0
Granby,United States,42.2608,-72.5036,2997.93,3.0
Grandyle Village,United States,42.9866,-78.9524,13500.0,9.0
Granite Bay,United States,38.7601,-121.1714,10486.0,7.0
Grants,United States,35.1538,-107.8335,19508.0,6.5
Gray,United States,29.6776,-90.7833,9000.81,9.0
Gray,United States,43.8877,-70.3494,5000.299999999999,5.0
Grayson Valley,United States,33.647,-86.6414,14221.5,10.0
Great Bend,United States,38.3593,-98.8015,12833.55,9.0
Great Falls,United States,47.5022,-111.2995,8550.0,6.0
Greece,United States,43.2461,-77.6989,1500.0,1.0
Greenacres,United States,26.6272,-80.1372,8000.0,8.0
Greenburgh,United States,41.033,-73.8413,8003.68,8.0
Greeneville,United States,36.168,-82.8198,5703.8189999999995,6.0
Greenfield,United States,39.3535,-83.3884,1499.0,1.0
Greenwood,United States,38.8508,-94.3378,5898.456,3.0
Greenwood Village,United States,39.6152,-104.9131,4998.75,5.0
Grinnell,United States,41.7361,-92.7244,11002.52,5.5
Grobiņa,Latvia,56.5358,21.1747,12830.699999999999,4.5
Groningen,Suriname,5.797,-55.481,9000.0,6.0
Gryazi,Russia,52.4948,39.9343,2994.0,2.0
Guadalupe,Sao Tome And Principe,0.3792,6.6375,2851.0545,3.0
Guangming,China,45.3304,122.78,1427.85,1.0
Guangshui,China,31.6204,114.0,7144.0,5.0
Guangzhou,China,23.145,113.325,5703.8,4.0
Guarapuava,Brazil,-25.38,-51.48,7505.0,5.0
Guatemala City,Guatemala,14.6211,-90.527,17550.3,6.0
Guaíra,Brazil,-24.09,-54.27,4998.349999999999,5.0
Gun Barrel City,United States,32.3277,-96.1286,4283.55,3.0
Guntersville,United States,34.3674,-86.2635,4275.0,3.0
Gusinoozërsk,Russia,51.2808,106.5004,6655.453,7.0
Guttenberg,United States,40.7927,-74.0048,5001.8,5.0
Guwāhāti,India,26.16,91.77,7129.75,5.0
Guymon,United States,36.69,-101.4776,11407.6,8.0
Gwadar,Pakistan,25.139,62.3286,1501.0,1.0
Gypsum,United States,39.6286,-106.9334,5997.299999999999,6.0
Gävle,Sweden,60.667,17.1666,9988.3,7.0
Gómez Palacio,Mexico,25.5701,-103.5,10500.0,7.0
Gümüşhane,Turkey,40.464,39.484,9968.35,7.0
Għarb,Malta,36.06,14.2089,7515.0,5.0
Għargħur,Malta,35.9242,14.4519,12850.65,9.0
Għaxaq,Malta,35.8489,14.5167,5001.8,5.0
Haapsalu,Estonia,58.9431,23.5414,5699.829,6.0
Hagåtña,Guam,13.4745,144.7504,13482.0,9.0
Hailun,China,47.4504,126.93,1500.0,1.0
Haines City,United States,28.11,-81.6157,10479.0,7.0
Haiphong,Vietnam,20.83,106.6801,1426.8999999999999,1.0
Hakha,Burma,22.65,93.6167,9973.1,3.5
Hales Corners,United States,42.941,-88.0491,9003.24,9.0
Half Moon,United States,34.8298,-77.4591,10500.0,7.0
Halfway,United States,39.6163,-77.77,8555.699999999999,6.0
Hall Beach,Canada,68.7675,-81.2361,12000.0,8.0
Haltom City,United States,32.8176,-97.2707,9024.0,6.0
Hamilton,United Kingdom,55.7667,-4.0333,950.608,1.0
Hamilton,United States,34.1346,-87.9755,5992.0,4.0
Hampton Bays,United States,40.8692,-72.5227,8988.0,6.0
Hannover,Germany,52.367,9.7167,1900.513,2.0
Hanover,United States,42.1224,-70.8566,4752.4225,5.0
Hanover,United States,42.4922,-79.1253,12850.65,9.0
Hanumānnagar,Nepal,26.5333,86.7333,7125.0,5.0
Happy Valley,United States,45.4382,-122.5143,13527.0,9.0
Harar,Ethiopia,9.32,42.15,5692.4,4.0
Harbin,China,45.75,126.65,14240.5,10.0
Harker Heights,United States,31.0572,-97.6445,12024.0,8.0
Harriman,United States,35.9306,-84.5603,4497.0,3.0
Hartford,United States,41.7661,-72.6834,13482.0,9.0
Hartlepool,United Kingdom,54.6861,-1.2125,6646.342500000001,7.0
Harwich,United States,41.6957,-70.0684,7123.099999999999,2.5
Hasselt,Belgium,50.964,5.484,5696.2,4.0
Havelock,United States,34.9078,-76.8987,7598.708,8.0
Hawaiian Gardens,United States,33.8303,-118.0728,1502.0,1.0
Hawera,New Zealand,-39.5795,174.278,11992.0,8.0
Haysville,United States,37.5649,-97.3527,8998.289999999999,9.0
Hazard,United States,37.2583,-83.1976,10486.0,7.0
Hazardville,United States,41.9899,-72.5256,4497.0,3.0
Hazel Park,United States,42.4619,-83.0977,9961.699999999999,7.0
Heber,United States,40.5068,-111.3984,5000.45,5.0
Hechi,China,23.0965,109.6091,1499.0,1.0
Hermansverk,Norway,61.1833,6.85,14980.0,10.0
Hermiston,United States,45.8322,-119.286,4751.662499999999,5.0
Hermosillo,Mexico,29.0989,-110.9541,7598.023999999999,8.0
Hernando,United States,28.9451,-82.3781,7601.976,8.0
Heze,China,35.23,115.45,4503.0,3.0
Hidden Valley Lake,United States,38.8003,-122.5505,9978.8,3.5
Hillcrest,United States,41.1298,-74.035,9498.955,10.0
Hillsboro,United States,32.0092,-97.1151,1501.0,1.0
Hillsdale,United States,41.0074,-74.044,12008.0,8.0
Hillsdale,United States,41.9266,-84.6356,2996.0,2.0
Hillside,United States,41.8674,-87.9019,4272.15,3.0
Ho,Ghana,6.6004,0.47,8572.8,6.0
Hobart,United States,41.5139,-87.2729,999.85,1.0
Hobbs,United States,32.7282,-103.16,4491.0,3.0
Hoh Ereg,China,41.0955,111.4408,14221.5,10.0
Holladay,United States,40.6599,-111.8226,1000.1,1.0
Hollidaysburg,United States,40.4311,-78.393,7139.25,5.0
Hollins,United States,37.3434,-79.9535,7515.0,5.0
Hollister,United States,36.8563,-121.3981,1502.0,1.0
Holly Springs,United States,35.654,-78.8403,949.8575,1.0
Hollywood,United States,32.7524,-80.2105,11400.0,8.0
Holmen,United States,43.9701,-91.2671,2850.0,2.0
Holtsville,United States,40.8123,-73.0447,8561.4,6.0
Homeland,United States,33.7459,-117.1132,8547.093,9.0
Homer,United States,59.653,-151.5255,8073.0525,4.0
Homestead Meadows South,United States,31.811,-106.1643,14990.0,10.0
Honolulu,United States,21.3294,-157.846,6003.66,6.0
Hopkinsville,United States,36.8383,-87.4779,6004.0,4.0
Hornell,United States,42.333,-77.6632,2857.6,2.0
Hot Springs,United States,34.4902,-93.0498,7600.076,8.0
Hounslow,United Kingdom,51.4667,-0.35,3000.0,2.0
Hradec Králové,Czechia,50.206,15.812,8538.6,6.0
Hrastnik,Slovenia,46.1461,15.0814,9981.65,7.0
Hrodna,Belarus,53.6779,23.8341,8567.1,6.0
Huainan,China,32.63,116.98,6650.398999999999,7.0
Huarmey,Peru,-10.0696,-78.16,3999.12,4.0
Hudson,United States,42.2515,-73.7859,4749.6675,5.0
Hudson,United States,42.3887,-71.5465,7129.75,5.0
Huehuetenango,Guatemala,15.3204,-91.47,3794.186,4.0
Hueytown,United States,33.4237,-87.0221,8999.73,9.0
Hughson,United States,37.602,-120.866,9000.0,6.0
Hugo,United States,45.1671,-92.9588,11400.0,8.0
Huizhou,China,23.08,114.4,18410.260000000002,7.5
Humboldt,United States,42.7232,-94.2245,20992.0,7.0
Hunedoara,Romania,45.75,22.9,5996.0,4.0
Huntersville,United States,35.4057,-80.8729,7139.25,5.0
Huntington,United States,38.4109,-82.4344,11400.0,8.0
Huntington,United States,40.8522,-73.3824,3000.0,2.0
Huntley,United States,42.16,-88.433,950.0379999999999,1.0
Hurricane,United States,37.1487,-113.3517,6996.150000000001,7.0
Hurst,United States,32.8353,-97.1808,10493.0,7.0
Hyattsville,United States,38.9612,-76.9548,14990.0,10.0
Hà Giang,Vietnam,22.8337,104.9833,7500.0,5.0
Hódmezővásárhely,Hungary,46.4172,20.3292,7125.0,5.0
I-n-Salah,Algeria,27.2166,2.4666,14259.5,10.0
Ibagué,Colombia,4.4389,-75.2322,7598.023999999999,8.0
Ibanda,Uganda,-0.1539,30.5319,8567.1,6.0
Ibb,Yemen,13.9408,44.1773,4000.6,4.0
Idrī,Libya,27.4471,13.0517,4277.849999999999,3.0
Ifakara,Tanzania,-8.1296,36.68,2998.0,2.0
Iguatu,Brazil,-6.36,-39.3,2849.5155,3.0
Ihosy,Madagascar,-22.3996,46.1167,11407.6,8.0
Ijebu-Ode,Nigeria,6.8204,3.92,18275.32,5.666666666666667
Ikeja,Nigeria,6.5965,3.3421,12003.48,6.0
Ikela,Congo (Kinshasa),-1.1829,23.2666,11851.81,5.5
Ilave,Peru,-16.0796,-69.67,9975.0,7.0
Ilchester,United States,39.2187,-76.7684,950.2565,1.0
Ilha de Moçambique,Mozambique,-15.0399,40.6822,6646.807999999999,7.0
Ilirska Bistrica,Slovenia,45.5697,14.2408,5696.2,4.0
Ilūkste,Latvia,55.9779,26.2978,12000.0,8.0
Il’pyrskiy,Russia,59.9674,164.172,949.7719999999999,1.0
Imperatriz,Brazil,-5.52,-47.49,4001.04,4.0
Imperial,United States,32.8388,-115.5723,14259.5,10.0
Imperial Beach,United States,32.5689,-117.1184,8567.1,6.0
Impfondo,Congo (Brazzaville),1.6404,18.04,13500.0,9.0
Indore,India,22.7151,75.865,14250.0,10.0
Ingolstadt,Germany,48.7704,11.45,9505.984999999999,10.0
Innsbrook,United States,37.6552,-77.5775,7495.0,5.0
Inowrocław,Poland,52.7799,18.25,7115.5,5.0
International Falls,United States,48.5884,-93.4083,15000.0,10.0
Invercargill,New Zealand,-46.4094,168.365,2000.02,2.0
Inwood,United States,28.0391,-81.7677,9984.7,10.0
Irati,Brazil,-25.47,-50.66,6004.92,6.0
Ishim,Russia,56.1502,69.4498,14231.0,10.0
Isil’kul’,Russia,54.9287,71.2682,6653.192,7.0
Itabuna,Brazil,-14.7896,-39.28,3001.44,3.0
Itacoatiara,Brazil,-3.14,-58.44,14259.5,10.0
Itajaí,Brazil,-26.8996,-48.68,1499.0,1.0
Itapetininga,Brazil,-23.59,-48.04,8982.0,6.0
Ivanovo,Russia,57.01,41.01,4512.0,3.0
I‘zāz,Syria,36.5888,37.0441,9500.0,10.0
Jaguaquara,Brazil,-13.53,-39.97,10001.6,7.0
Jakar,Bhutan,27.5492,90.7525,2849.5725,3.0
James City,United States,35.0592,-77.02,6653.857,7.0
Jamestown,United States,42.0975,-79.2366,1503.0,1.0
Jammu,India,32.7118,74.8467,14250.0,10.0
Jaqué,Panama,7.519,-78.166,11392.4,8.0
Jauja,Peru,-11.7996,-75.5,6999.23,7.0
Jaunpiebalga,Latvia,57.1775,26.0284,14259.5,10.0
Jawhar,Somalia,2.767,45.5166,8988.0,6.0
Jaú,Brazil,-22.2896,-48.57,6012.0,4.0
Jefferson,United States,29.9609,-90.1553,13482.0,9.0
Jefferson City,United States,36.1196,-83.4838,1424.05,1.0
Jefferson Hills,United States,40.2927,-79.9329,12825.0,9.0
Jefferson Valley-Yorktown,United States,41.3179,-73.8007,11422.8,8.0
Jeffersontown,United States,38.2048,-85.5701,7597.872,8.0
Jennings,United States,30.2233,-92.6582,1900.475,2.0
Jensen Beach,United States,27.2438,-80.2423,999.89,1.0
Jeonju,"Korea, South",35.8314,127.1404,1501.0,1.0
Jersey City,United States,40.7161,-74.0683,8555.699999999999,6.0
Jessore,Bangladesh,23.1704,89.2,1500.0,1.0
Jessup,United States,39.1457,-76.7745,10500.0,7.0
Ji-Paraná,Brazil,-10.8333,-61.967,9975.0,7.0
Jiamusi,China,46.83,130.35,5992.0,4.0
Jiangmen,China,22.5804,113.08,12349.144999999997,6.0
Jiexiu,China,37.04,111.9,3798.556,4.0
Jijel,Algeria,36.822,5.766,6653.3915,7.0
Jilin,China,43.85,126.55,1425.0,1.0
Jinan,China,36.675,116.995,9995.2,10.0
Jingling,China,30.6501,113.16,5995.86,6.0
Jitpur,Nepal,27.6666,85.3333,8000.4,8.0
Ji’an,China,27.1304,115.0,5849.9,2.0
Johannesburg,South Africa,-26.17,28.03,9497.909999999998,10.0
Johnstown,United States,43.0073,-74.3755,11407.6,8.0
Joplin,United States,37.0759,-94.5006,8994.0,6.0
Joppatowne,United States,39.4181,-76.3516,1899.031,2.0
Jos,Nigeria,9.93,8.89,10001.6,7.0
João Teves,Cabo Verde,15.0669,-23.5892,1899.2969999999998,2.0
Juchitán de Zaragoza,Mexico,16.43,-95.02,1500.0,1.0
Juiz de Fora,Brazil,-21.77,-43.375,8544.3,6.0
Jundiaí,Brazil,-23.2,-46.88,12816.449999999999,9.0
Jupiter Farms,United States,26.9224,-80.2187,950.1614999999999,1.0
Juradó,Colombia,7.1217,-77.7564,5992.0,4.0
Jõgeva,Estonia,58.7467,26.3939,1425.0,1.0
Jīma,Ethiopia,7.68,36.83,8846.2,4.0
Kaabong,Uganda,3.5204,34.12,20006.5,10.0
Kaberamaido,Uganda,1.7389,33.1594,3999.88,4.0
Kadoma,Zimbabwe,-18.33,29.9099,12825.0,9.0
